work_year,job_title,skills,experience_level,salary_usd,company_location,remote_ratio,industry
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,85824,Germany,50,IT
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,97109,Australia,75,E-commerce
2021,Business Analyst,"Statistics, R, Data Visualization",Mid,126407,India,50,E-commerce
2022,ML Engineer,"AWS, Azure, Cloud Computing",Senior,107016,Germany,0,E-commerce
2022,Business Analyst,"AWS, Azure, Cloud Computing",Mid,63947,Canada,25,Healthcare
2024,Data Scientist,"AWS, Azure, Cloud Computing",Senior,108074,US,50,Finance
2020,Business Analyst,"Statistics, R, Data Visualization",Mid,113552,Germany,75,Healthcare
2024,AI Engineer,"Statistics, R, Data Visualization",Entry,131004,Germany,25,E-commerce
2024,Software Engineer,"Python, NLP, PyTorch",Senior,78101,US,0,E-commerce
2021,Software Engineer,"Python, NLP, PyTorch",Mid,105492,UK,50,Finance
2024,Business Analyst,"Java, Spring Boot, Microservices",Mid,149976,Australia,0,Healthcare
2022,Data Analyst,"Python, NLP, PyTorch",Mid,96965,Germany,0,Finance
2020,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,89205,US,50,IT
2020,Data Scientist,"Java, Spring Boot, Microservices",Mid,146506,US,100,Healthcare
2022,Cloud Engineer,"Python, NLP, PyTorch",Senior,90338,Canada,100,Finance
2021,ML Engineer,"Python, TensorFlow, Deep Learning",Mid,138952,US,25,Cloud Services
2020,AI Engineer,"Statistics, R, Data Visualization",Mid,85560,UK,0,IT
2021,AI Engineer,"Python, NLP, PyTorch",Senior,70483,UK,75,Finance
2023,ML Engineer,"Java, Spring Boot, Microservices",Mid,64602,India,75,E-commerce
2024,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,104794,India,25,E-commerce
2021,Cloud Engineer,"Statistics, R, Data Visualization",Entry,85215,US,50,Finance
2023,Software Engineer,"Python, SQL, Machine Learning",Senior,120517,India,50,E-commerce
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,98932,India,25,Finance
2021,Business Analyst,"Python, TensorFlow, Deep Learning",Mid,84313,US,0,Healthcare
2024,Data Analyst,"Statistics, R, Data Visualization",Entry,139567,India,25,Finance
2024,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,61513,Canada,75,E-commerce
2024,Software Engineer,"Python, NLP, PyTorch",Mid,110380,UK,25,Healthcare
2023,ML Engineer,"Statistics, R, Data Visualization",Entry,67315,Germany,25,Finance
2024,Data Scientist,"Python, NLP, PyTorch",Entry,148143,US,25,Finance
2024,Business Analyst,"AWS, Azure, Cloud Computing",Senior,127971,Germany,25,Cloud Services
2024,AI Engineer,"AWS, Azure, Cloud Computing",Mid,88126,Canada,0,Healthcare
2022,ML Engineer,"Python, SQL, Machine Learning",Senior,75973,Germany,0,Finance
2021,AI Engineer,"Python, NLP, PyTorch",Senior,83687,India,25,IT
2020,Business Analyst,"Statistics, R, Data Visualization",Entry,101507,India,100,Finance
2023,Software Engineer,"Python, SQL, Machine Learning",Senior,149485,India,50,Healthcare
2021,Data Scientist,"SQL, Excel, Power BI",Entry,71124,UK,100,Healthcare
2023,Data Analyst,"Statistics, R, Data Visualization",Entry,93413,Australia,0,Cloud Services
2024,AI Engineer,"SQL, Excel, Power BI",Mid,126174,US,75,E-commerce
2024,AI Engineer,"SQL, Excel, Power BI",Entry,139937,India,50,Finance
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Mid,101514,UK,25,Healthcare
2022,Data Analyst,"Python, NLP, PyTorch",Senior,93944,UK,75,Cloud Services
2022,Data Scientist,"Statistics, R, Data Visualization",Entry,122060,UK,50,Cloud Services
2020,Data Analyst,"AWS, Azure, Cloud Computing",Entry,146347,Canada,100,IT
2024,ML Engineer,"Python, NLP, PyTorch",Entry,100381,India,100,IT
2023,Data Analyst,"Python, NLP, PyTorch",Mid,130169,Australia,25,Healthcare
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,142036,UK,25,Cloud Services
2024,Business Analyst,"Statistics, R, Data Visualization",Mid,98405,India,50,Cloud Services
2020,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,132928,Australia,25,IT
2024,Data Analyst,"Python, NLP, PyTorch",Mid,128348,India,50,Finance
2020,Data Scientist,"Python, NLP, PyTorch",Entry,111896,Germany,50,Healthcare
2023,Data Scientist,"Python, NLP, PyTorch",Entry,83177,Australia,75,IT
2023,Cloud Engineer,"Java, Spring Boot, Microservices",Senior,114166,Canada,100,E-commerce
2022,Data Analyst,"SQL, Excel, Power BI",Mid,127809,Canada,100,Cloud Services
2021,Business Analyst,"AWS, Azure, Cloud Computing",Entry,64592,Germany,100,Cloud Services
2023,AI Engineer,"Python, SQL, Machine Learning",Mid,71260,India,50,Healthcare
2021,ML Engineer,"SQL, Excel, Power BI",Mid,125587,Australia,25,Cloud Services
2023,Data Analyst,"AWS, Azure, Cloud Computing",Mid,61429,UK,25,IT
2020,ML Engineer,"SQL, Excel, Power BI",Mid,79359,Australia,50,Cloud Services
2021,ML Engineer,"Python, SQL, Machine Learning",Entry,103525,Australia,50,E-commerce
2024,ML Engineer,"AWS, Azure, Cloud Computing",Mid,124271,Germany,75,Finance
2023,Software Engineer,"AWS, Azure, Cloud Computing",Mid,135977,US,50,Finance
2024,ML Engineer,"Statistics, R, Data Visualization",Mid,70451,India,25,Finance
2022,Cloud Engineer,"SQL, Excel, Power BI",Senior,61516,Germany,0,Cloud Services
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,90503,Australia,25,E-commerce
2024,Software Engineer,"AWS, Azure, Cloud Computing",Mid,148026,UK,25,Finance
2023,ML Engineer,"Java, Spring Boot, Microservices",Entry,135377,UK,50,Finance
2020,Data Scientist,"SQL, Excel, Power BI",Senior,76381,India,100,Finance
2022,Data Analyst,"Java, Spring Boot, Microservices",Entry,120646,US,0,IT
2023,Data Scientist,"Java, Spring Boot, Microservices",Entry,110221,Germany,75,E-commerce
2020,AI Engineer,"Python, SQL, Machine Learning",Mid,100737,Germany,25,Healthcare
2021,Software Engineer,"AWS, Azure, Cloud Computing",Senior,68053,Canada,25,Cloud Services
2022,Data Analyst,"Java, Spring Boot, Microservices",Entry,61069,UK,25,Cloud Services
2020,Cloud Engineer,"Python, SQL, Machine Learning",Senior,60145,Australia,0,Finance
2020,Cloud Engineer,"SQL, Excel, Power BI",Senior,107392,US,75,IT
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Mid,73158,Germany,75,Cloud Services
2023,Data Analyst,"Python, TensorFlow, Deep Learning",Entry,66442,India,75,Healthcare
2024,AI Engineer,"AWS, Azure, Cloud Computing",Senior,84373,Canada,0,Finance
2022,ML Engineer,"Statistics, R, Data Visualization",Entry,136678,Australia,25,Cloud Services
2023,Software Engineer,"Python, SQL, Machine Learning",Mid,117468,India,75,IT
2021,Data Scientist,"Python, NLP, PyTorch",Mid,94114,UK,50,Finance
2024,Data Analyst,"SQL, Excel, Power BI",Entry,88881,US,25,Finance
2024,Data Scientist,"Java, Spring Boot, Microservices",Senior,88564,Australia,100,IT
2023,AI Engineer,"SQL, Excel, Power BI",Entry,67955,India,25,E-commerce
2020,Data Scientist,"Statistics, R, Data Visualization",Senior,70151,Australia,100,E-commerce
2020,Business Analyst,"Python, SQL, Machine Learning",Mid,82870,India,25,IT
2021,Data Analyst,"Java, Spring Boot, Microservices",Entry,81071,Canada,100,Cloud Services
2024,Business Analyst,"Python, NLP, PyTorch",Senior,105089,India,25,Finance
2021,Data Scientist,"AWS, Azure, Cloud Computing",Mid,94655,Australia,75,Healthcare
2021,Cloud Engineer,"Python, NLP, PyTorch",Entry,134519,UK,0,Healthcare
2022,Software Engineer,"Python, TensorFlow, Deep Learning",Senior,107736,UK,75,E-commerce
2022,AI Engineer,"AWS, Azure, Cloud Computing",Entry,104890,Australia,75,IT
2021,Software Engineer,"Java, Spring Boot, Microservices",Senior,121531,Germany,100,E-commerce
2024,AI Engineer,"Python, TensorFlow, Deep Learning",Mid,144499,Germany,25,IT
2020,ML Engineer,"AWS, Azure, Cloud Computing",Entry,100335,UK,25,Healthcare
2022,Data Scientist,"SQL, Excel, Power BI",Mid,75581,Germany,100,E-commerce
2020,Data Analyst,"SQL, Excel, Power BI",Senior,131413,India,25,Finance
2021,AI Engineer,"Python, SQL, Machine Learning",Senior,144150,UK,0,Finance
2023,Software Engineer,"AWS, Azure, Cloud Computing",Senior,126216,Canada,100,E-commerce
2023,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,104060,Germany,25,IT
2022,Data Analyst,"Python, SQL, Machine Learning",Mid,141624,India,25,Finance
2024,Software Engineer,"Python, SQL, Machine Learning",Senior,133667,UK,0,E-commerce
2024,AI Engineer,"Python, NLP, PyTorch",Entry,129507,India,25,Finance
2020,Data Analyst,"Statistics, R, Data Visualization",Entry,111489,UK,50,Cloud Services
2023,Data Analyst,"Python, SQL, Machine Learning",Senior,144644,UK,0,Healthcare
2024,Software Engineer,"Java, Spring Boot, Microservices",Entry,85896,India,50,IT
2020,ML Engineer,"Statistics, R, Data Visualization",Mid,127202,US,100,Cloud Services
2020,Cloud Engineer,"Python, SQL, Machine Learning",Mid,127581,Australia,100,Cloud Services
2023,ML Engineer,"Python, NLP, PyTorch",Entry,79087,India,100,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Senior,90460,Germany,75,E-commerce
2020,Data Analyst,"Python, NLP, PyTorch",Mid,96593,US,75,Healthcare
2024,Data Analyst,"Python, NLP, PyTorch",Senior,76569,India,0,E-commerce
2020,Software Engineer,"Statistics, R, Data Visualization",Entry,62064,Germany,25,E-commerce
2020,AI Engineer,"Python, SQL, Machine Learning",Senior,89531,Canada,0,Healthcare
2022,Data Analyst,"AWS, Azure, Cloud Computing",Senior,132113,Canada,25,IT
2022,Software Engineer,"AWS, Azure, Cloud Computing",Entry,139815,US,100,Healthcare
2020,Data Analyst,"Java, Spring Boot, Microservices",Entry,141082,Germany,75,Finance
2022,AI Engineer,"Java, Spring Boot, Microservices",Entry,98934,India,75,IT
2020,Business Analyst,"SQL, Excel, Power BI",Mid,108641,US,75,E-commerce
2022,Data Scientist,"SQL, Excel, Power BI",Mid,113031,India,50,IT
2024,Software Engineer,"SQL, Excel, Power BI",Senior,83815,India,75,Cloud Services
2020,Business Analyst,"SQL, Excel, Power BI",Entry,141413,US,50,E-commerce
2024,Data Scientist,"AWS, Azure, Cloud Computing",Mid,94581,UK,0,Finance
2024,ML Engineer,"SQL, Excel, Power BI",Entry,109355,India,100,Cloud Services
2023,Cloud Engineer,"SQL, Excel, Power BI",Senior,111083,India,25,Healthcare
2024,Software Engineer,"Java, Spring Boot, Microservices",Entry,82365,Canada,100,Cloud Services
2024,Data Analyst,"Python, NLP, PyTorch",Mid,145460,Germany,50,E-commerce
2022,ML Engineer,"AWS, Azure, Cloud Computing",Entry,149640,US,0,Healthcare
2022,ML Engineer,"Statistics, R, Data Visualization",Entry,65191,Canada,25,E-commerce
2022,Data Scientist,"SQL, Excel, Power BI",Mid,85777,Germany,100,Finance
2024,Data Scientist,"Java, Spring Boot, Microservices",Entry,105551,Germany,0,Cloud Services
2020,Software Engineer,"SQL, Excel, Power BI",Mid,69685,Canada,0,Cloud Services
2020,Data Analyst,"Java, Spring Boot, Microservices",Senior,122380,India,75,IT
2021,Data Scientist,"Python, SQL, Machine Learning",Mid,121258,Canada,0,E-commerce
2020,AI Engineer,"Python, NLP, PyTorch",Mid,60122,US,0,Cloud Services
2020,Data Analyst,"Statistics, R, Data Visualization",Entry,115026,UK,100,E-commerce
2023,Software Engineer,"Java, Spring Boot, Microservices",Senior,76570,India,0,IT
2024,Business Analyst,"AWS, Azure, Cloud Computing",Mid,101057,Germany,50,Healthcare
2020,Business Analyst,"Statistics, R, Data Visualization",Senior,92245,Canada,0,IT
2021,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,86396,India,100,IT
2024,Data Analyst,"Python, NLP, PyTorch",Senior,111740,UK,25,E-commerce
2024,Data Scientist,"Python, NLP, PyTorch",Mid,117777,Canada,50,E-commerce
2022,Data Scientist,"AWS, Azure, Cloud Computing",Mid,98581,Canada,0,Healthcare
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,139861,UK,75,E-commerce
2020,Data Scientist,"Java, Spring Boot, Microservices",Mid,88100,Australia,0,IT
2023,ML Engineer,"Java, Spring Boot, Microservices",Entry,118224,Australia,50,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Senior,148734,Canada,50,Cloud Services
2022,Cloud Engineer,"Python, TensorFlow, Deep Learning",Senior,74569,Canada,0,Cloud Services
2023,Business Analyst,"SQL, Excel, Power BI",Mid,81175,UK,0,IT
2024,Data Analyst,"Statistics, R, Data Visualization",Entry,80975,Canada,75,E-commerce
2022,AI Engineer,"Statistics, R, Data Visualization",Senior,85788,US,25,Cloud Services
2021,ML Engineer,"Statistics, R, Data Visualization",Mid,75828,Australia,100,E-commerce
2023,Business Analyst,"AWS, Azure, Cloud Computing",Senior,91092,India,0,E-commerce
2023,ML Engineer,"SQL, Excel, Power BI",Entry,64331,Germany,25,Cloud Services
2024,AI Engineer,"SQL, Excel, Power BI",Entry,74905,US,0,Cloud Services
2020,Data Analyst,"Python, NLP, PyTorch",Senior,79798,Canada,100,Cloud Services
2022,Software Engineer,"SQL, Excel, Power BI",Mid,92292,US,100,IT
2023,Data Scientist,"AWS, Azure, Cloud Computing",Entry,149144,India,25,IT
2022,Data Analyst,"SQL, Excel, Power BI",Entry,125894,US,50,Finance
2020,Software Engineer,"Python, NLP, PyTorch",Senior,85448,Australia,25,IT
2024,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,68818,UK,50,Finance
2022,Business Analyst,"Python, SQL, Machine Learning",Mid,98585,Germany,0,IT
2022,Software Engineer,"Java, Spring Boot, Microservices",Senior,65425,India,75,Finance
2024,Software Engineer,"Python, NLP, PyTorch",Mid,68081,India,75,Cloud Services
2020,Business Analyst,"Python, NLP, PyTorch",Mid,138056,UK,25,Healthcare
2022,Software Engineer,"AWS, Azure, Cloud Computing",Senior,84365,UK,0,IT
2024,Cloud Engineer,"Java, Spring Boot, Microservices",Mid,125463,India,100,Finance
2023,ML Engineer,"Python, TensorFlow, Deep Learning",Entry,117273,India,75,E-commerce
2023,AI Engineer,"SQL, Excel, Power BI",Mid,99314,India,75,Healthcare
2023,AI Engineer,"AWS, Azure, Cloud Computing",Mid,143817,Germany,50,Healthcare
2023,Data Analyst,"SQL, Excel, Power BI",Entry,88610,India,25,Finance
2024,Data Analyst,"SQL, Excel, Power BI",Entry,129733,India,0,Cloud Services
2024,Software Engineer,"Java, Spring Boot, Microservices",Senior,89795,Canada,100,Healthcare
2022,Data Scientist,"SQL, Excel, Power BI",Senior,111770,US,75,Healthcare
2020,Business Analyst,"Java, Spring Boot, Microservices",Entry,106755,UK,25,Finance
2021,Data Scientist,"Statistics, R, Data Visualization",Mid,149655,US,0,E-commerce
2020,AI Engineer,"Python, NLP, PyTorch",Entry,109618,UK,0,Cloud Services
2020,ML Engineer,"Python, SQL, Machine Learning",Senior,107746,Canada,0,IT
2020,Data Scientist,"SQL, Excel, Power BI",Entry,131210,India,50,E-commerce
2023,Software Engineer,"Python, TensorFlow, Deep Learning",Mid,92467,UK,50,Finance
2020,Software Engineer,"Python, SQL, Machine Learning",Entry,149379,UK,0,Healthcare
2023,Business Analyst,"Python, TensorFlow, Deep Learning",Senior,87319,US,0,Finance
2021,Business Analyst,"AWS, Azure, Cloud Computing",Senior,66406,Australia,75,Finance
2021,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,102855,UK,25,IT
2021,AI Engineer,"Statistics, R, Data Visualization",Senior,148319,Canada,50,Cloud Services
2023,Data Scientist,"Python, SQL, Machine Learning",Entry,139435,Germany,0,IT
2021,Software Engineer,"Python, NLP, PyTorch",Mid,69237,Canada,100,IT
2020,Data Scientist,"Python, TensorFlow, Deep Learning",Senior,64515,UK,100,Finance
2024,Cloud Engineer,"SQL, Excel, Power BI",Mid,114369,Germany,50,Cloud Services
2023,AI Engineer,"Java, Spring Boot, Microservices",Entry,122080,Germany,0,IT
2020,Cloud Engineer,"Python, SQL, Machine Learning",Senior,142555,UK,25,Cloud Services
2022,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,105503,UK,50,Cloud Services
2024,AI Engineer,"AWS, Azure, Cloud Computing",Entry,107775,Australia,50,IT
2023,Data Scientist,"Python, SQL, Machine Learning",Senior,94628,Canada,100,Healthcare
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,95172,Germany,25,Cloud Services
2020,AI Engineer,"Python, TensorFlow, Deep Learning",Senior,120707,Australia,25,Finance
2023,AI Engineer,"SQL, Excel, Power BI",Senior,85696,India,25,Healthcare
2022,Data Scientist,"Statistics, R, Data Visualization",Senior,94172,India,75,Healthcare
2024,AI Engineer,"Statistics, R, Data Visualization",Entry,128019,UK,0,IT
2023,Software Engineer,"AWS, Azure, Cloud Computing",Mid,97629,India,25,Healthcare
2024,AI Engineer,"Python, SQL, Machine Learning",Mid,74492,US,50,Healthcare
2021,Data Scientist,"Java, Spring Boot, Microservices",Mid,92715,India,75,E-commerce
2024,Business Analyst,"Java, Spring Boot, Microservices",Senior,88987,UK,75,Healthcare
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,120087,UK,50,IT
2020,AI Engineer,"AWS, Azure, Cloud Computing",Entry,68815,Australia,50,Healthcare
2024,Data Analyst,"Python, TensorFlow, Deep Learning",Senior,140924,Germany,50,E-commerce
2020,Cloud Engineer,"Statistics, R, Data Visualization",Senior,122260,UK,25,Finance
2023,Cloud Engineer,"AWS, Azure, Cloud Computing",Entry,83765,India,25,Healthcare
2020,Cloud Engineer,"SQL, Excel, Power BI",Entry,87985,Canada,75,Healthcare
2022,Business Analyst,"AWS, Azure, Cloud Computing",Senior,96966,Australia,25,Cloud Services
2020,Cloud Engineer,"SQL, Excel, Power BI",Entry,104538,UK,50,Cloud Services
2021,Data Scientist,"SQL, Excel, Power BI",Mid,147090,India,50,IT
2024,Cloud Engineer,"AWS, Azure, Cloud Computing",Mid,100179,UK,25,Healthcare
2023,Software Engineer,"Statistics, R, Data Visualization",Entry,143429,UK,100,IT
2021,Software Engineer,"Python, TensorFlow, Deep Learning",Entry,66529,US,25,E-commerce
2021,Business Analyst,"Python, NLP, PyTorch",Entry,99487,Canada,25,E-commerce
2020,Cloud Engineer,"SQL, Excel, Power BI",Senior,130886,US,50,E-commerce
2020,Data Scientist,"Python, NLP, PyTorch",Senior,91188,Germany,50,Finance
2022,AI Engineer,"Python, TensorFlow, Deep Learning",Entry,92927,US,50,IT
2020,Business Analyst,"AWS, Azure, Cloud Computing",Entry,87920,UK,25,IT
2022,Business Analyst,"Statistics, R, Data Visualization",Entry,139351,UK,0,E-commerce
2024,Cloud Engineer,"SQL, Excel, Power BI",Entry,60981,Australia,25,Finance
2024,AI Engineer,"Java, Spring Boot, Microservices",Entry,90567,Germany,25,E-commerce
2023,ML Engineer,"SQL, Excel, Power BI",Entry,136201,Canada,25,Finance
2021,Software Engineer,"Python, SQL, Machine Learning",Mid,113689,UK,25,IT
2021,Software Engineer,"Statistics, R, Data Visualization",Entry,147194,Canada,50,Healthcare
2024,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,77073,US,0,IT
2023,Business Analyst,"SQL, Excel, Power BI",Entry,84449,Australia,25,Healthcare
2020,Data Analyst,"Python, TensorFlow, Deep Learning",Mid,74453,Canada,75,IT
2023,Cloud Engineer,"Python, TensorFlow, Deep Learning",Entry,62838,US,75,E-commerce
2021,AI Engineer,"Statistics, R, Data Visualization",Mid,110467,UK,100,IT
2024,Software Engineer,"Statistics, R, Data Visualization",Mid,100657,Germany,75,E-commerce
2020,AI Engineer,"Statistics, R, Data Visualization",Senior,73936,UK,75,Cloud Services
2024,Business Analyst,"AWS, Azure, Cloud Computing",Mid,149879,UK,50,E-commerce
